"BATLOW_L","14","This signal tells the system that the battery is low, when the signal is low. Anytime you see an “_L” after a signal, that means that the signal is present when it is a low voltage, typically 0 volts to 0.5 volts. If this signal is low, it is safe to assume that the condition in the signal prefix is true. In this case, “BATLOW” is shorthand for “BAT LOW” which is short for “BATTERY LOW” – when this signal is low, it is telling the system the battery is low. The computer will not try to turn on if it senses that the battery is low. This signal must be high, typically 3.3v, in order for the computer to turn on. ",""
"PPV5_S5","15","",""
"PPVCORE_S0_AXG","117","",""
"LCD_IG_PWR_EN","94","",""
"PP5V_S5","1463","",""
"CHGR_LGATE","33","",""
"PPVCCSA_S0_CPU","100","",""
"USB_B","8","",""
"PP_VCC_MAIN","12","",""
"CHGR_ACOK","75","This is identical to SMC_BC_ACOK. This will come out of the ISL6258 or ISL6259 charging chip when CHGR_ACIN & CHGR_DCIN are present, and is necessary for the onewire circuit to begin working. On most Macbooks, CHGR_ACOK needs to be present in order for PP3V42_G3H to flow to the onewire circuit so that the circuitry that allows the charger to communicate with the SMC will turn on.  ",""
"P3V3GPU_EN","26","",""
"PPSUB_G3H","6","",""
"VCC_MAIN","22","",""
"PP_LCM_BL_ANODE","6","",""
"PP5V_S3_REG","44","",""
"PPVOUT_S0_KBDBKLT","22","",""
"PP1V8_SDRAM","14","",""
"PP_BATT_VCC","7","",""
"PPVRTC_G3H","857","",""
"PPVIN_S5_H5_COMPUTING_ISNS","11","",""
"SMC_RESET_L","1103","",""
"SMC_BC_ACOK","539","",""
"LVDS_IG_PANEL_PWR","29","",""
"PM_SLP_SUS_L","541","",""
"P5VS4_EN","96","",""
"SMC_ONOFF_L","1592","",""
"PPVCORE_S0_AXG_R","27","",""
"PM_PCH_APWROK","15","",""
"PPVCC_CPU_S0","14","",""
"P3V3S5_EN_L","82","",""
"EDP_BKLT_EN","227","",""
"PP5V_SUS","179","",""
"PM_SUS_L","19","",""
"5V_S0","146","",""
"SMC_LID","881","",""
"P5VS3_LL","8","",""
"PP3V3_S5_REG","77","",""
"SMC_ADAPTER_EN","560","",""
"AP_TO_LCM_RESET_L","3","",""
"PP18V5_DCIN_CONN","54","",""
"PP5V_RT_REG","6","",""
"LCD_BKLT_PWM","55","",""
"5V_S5","153","",""
"3V_S5","31","",""
"BKLT_PWM","38","",""
"SPIROM_USE_MLB","23","",""
"PP3V3_S0","718","",""
"SMC_BATLOW_L","92","",""
"PP5V1_S4SW","19","",""
"PP1V05_S0","325","",""
"PPDDR_S3_REG","41","",""
"SMC_S4_WAKERC_EN","8","",""
"PPBUS_S5_HS_OTHER_ISNS","100","",""
"PM_SLP_S4","182","This is a typo of PM_SLP_S4_L. When you see PM_SLP_S4, assume they meant to type PM_SLP_S4_L","PM_SLP_S4_L"
"PP3V3_S0SW_LCD","58","",""
"PPVCC_SO_CPU","21","",""
"PP3V3_SUS","732","",""
"P5VS4RS3_EN","58","",""
"PP1V5_S3","59","",""
"GPUVCORE_EN","46","",""
"DC_IN","13","",""
"PPVCC_S0","19","",""
"LCD_PWR_EN","126","",""
"5V_S3","245","",""
"VGSG_GS","1","",""
"PM_SLP4_L","3","",""
"P3V42_G3H","24","",""
"PM_DSW_PWRGD","531","",""
"SMC_ONOFF","145","",""
"SYSCLK_CLK25M_SB","30","",""
"PPVIN_S0SW_LCDBKLT_FET","24","",""
"SMBUS_BATT_SCL","32","",""
"PPVOUT_S0_LCDBKLT","306","",""
"CPUIMVP_TON","25","",""
"SMBUS_SMC_BSA_SDA","52","",""
"PP12V_S5","38","",""
"PLT_RESET_L","801","",""
"S4_PWR_EN","78","",""
"P5V_S3_REG","22","",""
"PP5V_5S","3","",""
"MY_BRAIN_EN_L","5","",""
"PP1V0S_S0","5","",""
"ALL_SYS_GOOD","12","This is a typo of ALL_SYS_PWRGD. When you see ALL_SYS_GOOD, assume they meant to type ALL_SYS_PWRGD","ALL_SYS_PWRGD"
"3V3_S3","52","",""
"PP3V3_S4","618","",""
"P3V3S3_EN","33","",""
"PPBUS5V_S5","2","",""
"PP3V3_S5_REG_R","21","",""
"PM_SYSRST_L","77","",""
"PP1V5_S3RS0_CPUDDR","20","",""
"PPDCIN_G3H_INRUSH","17","",""
"PP3V3_G3H","1123","",""
"PPBUS3V42_G3H","15","",""
"BKL_PWM","278","",""
"PPVCORE_S0","19","",""
"SYS_ONEWIRE","213","",""
"SLP_S5","28","",""
"P1V05VTBT_SW","2","",""
"3V3_S5","998","",""
"PP1V8_S5G","29","",""
"PP3V3_S0GPU","34","",""
"PPBUS_S5_HS_COMPUTING_ISNS","180","",""
"PP18V5_DCIN_FUSE","23","",""
"PBUS_G3H","15","",""
"A1502_820","20","",""
"PM_SLP_S5","45","",""
"PP18V5_S5","21","",""
"PPDDR_S3_REG_R","25","",""
"ADAPTER_SENSE","136","",""
"PM_SLP","48","",""
"PP5V_G3H","39","",""
"PP1V35_S3","39","",""
"RTC_RESET","6","",""
"S5_PWR_EN","48","",""
"PPDCIN_G3H_CHGR","173","",""
"SMC_DELAYED_PWRGD","76","",""
"HIGH_KERNEL","4","",""
"PPVIN_SOSW_LCDBKLT","6","",""
"PPIVS0_S5","3","",""
"P5V_3V3_SUS_EN","12","",""
"PPVIN_S5_HS_COMPUTING_ISNS","56","",""
"SM_RESET_L","3","",""
"PPVCORE_S0_AXG_REG","40","",""
"BKLT_EN","93","This signal enables backlight. Anytime you see a signal ending with “_EN” , that means this signal being present/high enables what it is referring to. This signal says “BKLT” before “_EN”. “BKLT” sounds short for “BACKLIGHT”, so it is safe to assume this signal enables backlight when present. ",""
"CHGR_BGATE","79","",""
"SMC_S4_WAKESRC_EN","42","",""
"SMBUS_SMC_5_G3_SCL","95","",""
"PP3V3_S4SW_SNS","81","",""
"820_3787","9","",""
"820_3115","32","",""
"PP20V_DCIN_FUSE","27","",""
"PPDCIN_E85","6","",""
"SMC_SENSOR_PWR_EN","34","",""
"PP3V1_RTC","57","",""
"PPVOUT_SW_LCDBKLT_FB","25","",""
"PPDC_IN","16","",""
"PM_BATLOW_L","895","",""
"PCH_SMBALERT_L","5","",""
"PPBUS_X239_REG","14","",""
"PP5VR3V3_SW_LCD","54","",""
"PP1V8_SUS","33","",""
"PP1V5_S0","212","",""
"PPVCORE_CPU","16","",""
"PPVCORE_GPU","135","",""
"P1V5CPU_EN","11","",""
"P3V3S0_EN","50","",""
"820_00165","3","",""
"SYSCLK_CLK12M_SMC","38","",""
"ALL_SYS","136","",""
"PPVBUS_LIO","33","",""
"PP5VS3_EN","8","",""
"SMC_CLK32K","38","",""
"3332_A","7","",""
"PP20V_USBC","81","",""
"P3V3SUS_EN","47","",""
"SMC_LRESET_L","23","",""
"P5S4_EN","2","",""
"BKLT_PLT_RST_L","94","",""
"PANEL_PWR_EN","5","",""
"PP3V3_SW_LCD_UF","14","",""
"PP5V_S5_LDO","73","",""
"PP5V_SO","21","",""
"PPVCCGT_S0G_PH2","6","",""
"PP0V6_S0_DDRVTT","93","",""
"CPU_VR_EN","39","",""
"SMS_INT_L","11","",""
"PP1V2_S3","170","",""
"PM_EN_P3V3_G3H","71","",""
"BKL_EN","257","This signal enables backlight. Anytime you see a signal ending with “_EN” , that means this signal being present/high enables what it is referring to. This signal says “BKL” before “_EN”. “BKL” sounds short for “BACKLIGHT”, so it is safe to assume this signal enables backlight when present. ",""
"PPHV_S0SW_LCDBKLT","55","",""
"PPVIN_S4_TPAD","14","",""
"PP5VS4RSE_EN_R","6","",""
"MEM_RESET_L","20","",""
"PP1V1_UPC_X","13","",""
"B_LDO_BMC","19","",""
"PPVCCCPU_S0G","53","",""
"PP2V5_NAND_SSD1","74","",""
"VDD_MAIN","2","",""
"820_2915","11","",""
"PPVCORE_S0_GPU","30","",""
"PP5V_G3S","268","",""
"PP5V_S3RS0_ALSCAM_F","47","",""
"3209_A","6","",""
"PP1V35_CAM","22","",""
"PPUBS_G3H","7","",""
"HDA_SDOUT","11","",""
"PPVCORE_SO_AXG","25","",""
"P5VG3S_EN","49","",""
"S5_PWRGD","346","",""
"PPBUS_G3H_CPU","40","",""
"SMC_FAN_0_CTL","38","",""
"PP18V5_S3","9","",""
"CPU_VIDSCLK","8","",""
"PPVOUT_SO_BACK","4","",""
"EDP_INT","31","",""
"BKLT_EN_R","158","",""
"PP5V_MAIN","3","",""
"PP5V_S0_LCD","14","",""
"P5V_S4RS3_VFB1","7","",""
"PP1V35_S3_MEM","30","",""
"SMBUS_CHGR_SDA","28","",""
"PP3V0_G3H","60","",""
"PP3V3_S5G","29","",""
"A1278_A3115B","2","",""
"PP3V3_G3H2","4","",""
"PPBUS_HS_CPU","96","",""
"PP1V0_S0GPU","28","",""
"LVDS_IG_BKL_ON","28","",""
"3V3_G3H","387","This is one of the first power rails that must turn on for Macbooks that use USB-C for charging. This power rail powers the CD3215 chip that controls the USB-C charger, speaks to the USB-C charger, and requests 20 volts up from the default 5 volts that the USB-C charger puts out when initially connected to an unknown device. ",""
"PPBUS_S5_HS_COMPUTING","69","",""
"CPUGT_PWM1","9","",""
"PP2V5_NAND_SSD0","141","",""
"PP20V_USBC_XA_VBUS_F","14","",""
"SMC_PM_G2","11","",""
"PPVCCGT_S0","9","",""
"PPVCCSA_S0_REG","18","",""
"PP5V_MAIN_ALSCAM_F","8","",""
"PLT_RST_L","106","",""
"SMBUS_SMC_5_G3_SDA","96","",""
"PM_SLP_S4_LG","6","This is a typo of PM_SLP_S4_L. When you see PM_SLP_S4_LG, assume they meant to type PM_SLP_S4_L","PM_SLP_S4_L"
"PP1V8_SLPS2R","248","",""
"PP3V3_G3H_VDDMAIN","3","",""
"PP18V5_DCIN_ISOL_R","17","",""
"P5VS0_EN","51","",""
"PP3V3_G3H_T","48","",""
"PP3V3_UPC_TA","3","",""
"B_LDO","6","",""
"PP1V8_SSD0","46","",""
"PP2V5_NAND_SSD","9","",""
"PPVCCGT_S0_CPU","84","",""
"PCH_INTVRMEN","181","",""
"PP3V3_S4_SOC_PMU","12","",""
"P5V_S3","15","",""
"PPVCC_CPU","14","",""
"PP5V_S4_TPAD_CONN","7","",""
"PPBUS_AON","240","",""
"PP1V1_LDO","24","",""
"GPU_GOOD","12","",""
"GPU_SIGNAL","9","",""
"PPVDDCPU_AWAKE","80","",""
"SPKRAMP_RESET_L","46","",""
"PP3V8_AON_MPMU_ISNS_VIN","18","",""
"PPVDD_PCPU_AWAKE","8","",""
"PPVBAT_G3H_CHGR","5","",""
"PP1V1_UPC_XA","14","",""
"PP3V3_G3H_RTC","182","",""
"PP1V05_PRIM","20","",""
"PP3V3_S2","63","",""
"PP1V5_UPC_TB_LDO_CORE","18","",""
"PP5V_S4S3","14","",""
"EDP_INT_AUX_N","64","",""
"PVRTC_G3H","7","",""
"LID_CLOSE","25","",""
"820_2530","10","",""
"PP2V5_NAND","10","",""
"PP1V1_UPC_XA_LDO_BMC","120","",""
"PP1V1_UPC_XB_LDO_BMC","127","",""
"PP3V3_G3H_SSD1_SNS","13","",""
"PP5V_S2_MAIN","47","",""
"PP3V3_G3S_EN","10","",""
"PP5_G3S","5","",""
"PP3V3_TBT_X_SX","22","",""
"PP3V3_SW_LCD","31","",""
"PP3V3_S0_DDC_LCD","5","",""
"P1V05S0_FB","15","",""
"PP1V8_UPC_XA_LDOD","84","",""
"PPOV805_S1_VDD_FIXED","12","",""
"PCH_INTRUDER_L","313","",""
"PP20V_USBC_XA_VBUS","49","",""
"PPBUS_SHORT","6","",""
"ALL_SYS_PWRDGD","9","This is a typo of ALL_SYS_PWRGD. When you see ALL_SYS_PWRDGD, assume they meant to type ALL_SYS_PWRGD","ALL_SYS_PWRGD"
"PPDCIN_AON","12","",""
"PP3V3_S0_LEFT","14","",""
"PP1V1_S3","16","",""
"CHGR_EN_MVR","54","",""
"PM_SLP_S4L","13","This is a typo of PM_SLP_S4_L. When you see PM_SLP_S4L, assume they meant to type PM_SLP_S4_L","PM_SLP_S4_L"
"PP5V0_S0","4","",""
"AP_RESET_CONN_L","13","",""
"PP5V_S3_RTUSB_B_ILIM","3","",""
"PPVCORE_S0_MCP","15","",""
"PP0V9_S5","9","",""
"PP3V3_G3_RTC","9","",""
"PP3V3_S5_LCD","6","",""
"SMC_PBUS_VSENSE","87","",""
"LED_RETURN","13","",""
"LPC_CLK33M_SMC","1","",""
"PP15V_T29","9","",""
"PPVOUT_SW_LCDBKLT","61","",""
"PPBUS_SW_LCDBKLT_PWR_SW","12","",""
"D_R","10","",""
"ONEWIRE_EN","3","",""
"ONEWIRE_OVERVOLT","1","",""
"SMC_TPAD_RST","3","",""
"PPVIN_S5_P5VP3V3","4","",""
"PP3V42_G3H_PWRCTL","6","",""
"CHGR_PHASE","58","",""
"PP1V1_S0GPU_REG","1","",""
"P3V3S5_12VE_EN1","1","",""
"PP12V_S5_FET","1","",""
"PP12V_G3H","38","",""
"PP3V3_S3_USB_HUB","2","",""
"SMC_LSOC_RST_L","47","",""
"TPAD_USB_IF_EN_CONN","9","",""
"SMC_RESET","144","",""
"PPBUS_SW_LCDBKLT_PWR","49","",""
"LCDBKLT_PWR","1","",""
"36LCD_BKLT_EN","1","",""
"CHGR_ACIN","118","CHGR_ACIN comes from the charger input voltage and becomes 4v through a voltage divider. It is necessary in order for SMC_BC_ACOK to go high, which is needed for there to be a light on the magsafe charger. The resistors responsible for the voltage divider that create CHGR_ACIN often die, as a result of the ISL6258 or ISL6259 chip shorting to ground on the CHGR_ACIN pin when the chip dies. ",""
"CHRG_BGATE","3","",""
"CHAR_BGATE","1","",""
"CHRG_ACIN","7","",""
"PP1V8_S0","126","",""
"WS_LEFT_SHIFT_KBD","9","",""
"CHGR_CSI_P","19","",""
"CHGR_CSI_N","23","",""
"CHGR_AGATE","42","",""
"CHGR_DCIN","81","",""
"PP1V05_S0_CPU_VCCPQE","21","",""
"CPUIMVP_VR_ON","47","",""
"P1V5S0_PGOOD","9","",""
"P1V8S0_PGOOD","8","",""
"P5VS3_PGOOD","11","",""
"PVCCSA_PGOOD","10","",""
"HDA_SDOUT_R","4","",""
"PPVIN_S0_CPUIMVP","9","",""
"CPUIMVP_PHASE1G","5","",""
"PP3V42_G3H_REG","41","",""
"3V3_S5_REG","2","",""
"PPBUS_3GH","26","",""
"CPUIMVP_TONB","6","",""
"SMC_BC_ACOK_VCC","62","",""
"PP3V3_AVREF_SMC","1","",""
"PP1V5_S3_CPU_VCCDQ","22","",""
"PP1V8_S0_CPU_VCCPLL_R","17","",""
"SMC_ACOK","2","",""
"PP1V05_S5_MCP","20","",""
"PM_PWRBTN_L","1105","",""
"I2C_BKL_1SDA","1","",""
"PPVIN_S5_HS_GPU_ISNS","24","",""
"PPVIN_S5_HS_OTHER_ISNS","14","",""
"PPVTTDDR_S3","33","",""
"PP0V75_S0_DDRVTT","49","",""
"PP1V2_S0","17","",""
"PP1V05_SUS","108","",""
"PP3V3_ENET","18","",""
"PP1V2_ENET","3","",""
"PP1V8_GPUIFPX","7","",""
"PP1V8_S0GPU_ISNS","4","",""
"PP1V5_GPU_REG","9","",""
"PP1V5_S0GPU_ISNS","4","",""
"PP1V0_S0GPU_ISNS","8","",""
"PPVCORE_SO_CPU","5","",""
"PM_PECI_PWRGD","1","",""
"PPDCIN_G3H_OR_PBUS","6","",""
"PPDCIN_G3H_OR_PBUS_R","3","",""
"TBT_PWR_EN","3","",""
"AUD_IPHS_SWITCH_EN_PCH","1","",""
"PPVIN_S5_5VS3","6","",""
"PPVCCSA_S0","7","",""
"CPU_VCCST_PWRGD","140","",""
"PM_MEM_PWRGD","21","",""
"PP5V_S0_CPU_VCCIO","1","",""
"PM_MEM_PWRGD_L","3","",""
"CHGR_RTS_L","1","",""
"CHGR_RST_L","42","",""
"MCP_PS_PWRGD","10","",""
"RTC_CLK32K_XTALIN","13","",""
"PCH_CLK32K_RTCX1","73","",""
"PP5V0_S5","3","",""
"CPUVR_PGOOD_R","22","",""
"LCD_PSR_EN","23","",""
"EDP_PANEL_PWR","76","",""
"PPBUS_SW_BKL","19","",""
"LCDBKLT_EN","13","",""
"BKLT_VDDA","1","",""
"BKLT_VDDD","1","",""
"SW_0","3","",""
"SW_1","1","",""
"P5V1_SW","3","",""
"PP3V3_S0_DPMUX_UC_R","1","",""
"PP3V3_S3_DPMUX_UC_R","1","",""
"PP5V1_CHGR_VDDP","27","",""
"PP5V1_SW","1","",""
"PP5V_S0_FET","26","",""
"PP0V675_S0_DDRVTT","6","",""
"PP1V05_S0SW_PCH_HSIO","34","",""
"PPVIN_SW_TBTBST","9","",""
"PP15V_TBT","30","",""
"PP3V3_TBTLC","25","",""
"5VS0_EN","3","",""
"ISNS_LCDBKLT_N","8","",""
"TBT_A_HV_EN","14","",""
"DDRVTT_EN","12","",""
"IMVP_VR_ON_R","1","",""
"PPVIN_S5_CPU_IMVP","2","",""
"PP5V_S0_CPU_IMVP","5","",""
"CPU_VCCSENSE_N","4","",""
"IMVP6_VSEN_P","1","",""
"PP1V05_S5","39","",""
"RSMRST_PWRGD","6","",""
"PM_RSMRST_L","522","",""
"LCD_BKLT","3","",""
"LVDS_DDC_DATA","17","",""
"LVDS_DDC_CLK","27","",""
"LVDS_DDC","3","",""
"P3V3_S5","32","",""
"PVCORE_S0_CPU","3","",""
"PVCORE_S0_AXG","1","",""
"SMC_LID_R","11","",""
"PUBS_G3H","8","",""
"PP18V15_DCIN_CONN","1","",""
"SMC_DCIN_ISENSE","58","",""
"PPVIN_SW_T29BST","18","",""
"PP3V_S0","13","",""
"LCDBKLT_DISABLE","9","",""
"LCDBKLT_EN_DIV","16","",""
"PPBUS_S0_LCDBKLT_FUSED","27","",""
"SMBUS_CHGR_SCL","19","",""
"SMBUS_CHGR_CKL","1","",""
"BKL_ISEN","2","",""
"PP5V_S0_BKL","3","",""
"PP3V3_S0_BKL_VDDIO","4","",""
"BLK_VSYNC_R","1","",""
"BLK_FLTR","1","",""
"BLK_SCL","1","",""
"BLK_SDA","1","",""
"BKL_ISET","6","",""
"BKL_ISEN1","3","",""
"BKL_ISEN2","4","",""
"BKL_ISEN3","2","",""
"BKL_ISEN4","1","",""
"BKL_ISEN5","2","",""
"BKL_ISEN6","5","",""
"TP_BKL_FAULT","5","",""
"PP3V3_S0_CPUTHMSNS","2","",""
"5V_S4","109","",""
"SMC_TDI","23","",""
"SMC_TDO","19","",""
"P1V0GPU_EN","1","",""
"P1V5FB_EN","1","",""
"PM_ALL_GPU_PGOOD","9","",""
"PP5V_S0_CPUIMVP_VCC","4","",""
"CPU_AXG_SENSE_R","1","",""
"CHGR_VFRQ","13","",""
"CHGR_ICOMP","16","",""
"CHGR_CELL","16","",""
"CHGR_VCOMP","16","",""
"CHGR_VNEG","11","",""
"CHGR_AMON","106","",""
"CHGR_BMON","115","",""
"CHGR_CSO_N","29","These are the current sense lines for the battery. Resistance between these two pins should be the resistance should be the total series resistance of the current sense resistors in the circuit, usually about 2.2 ohms. If resistance is greater, one of the current sense resistors is likely blown. When this happens, the machine will not charge the battery, or have quarter fan spin or boot loop when you try to turn it on. The resistors for battery current sensing often blow, especially on 820-2936 model logic boards. ",""
"CHGR_CSO_P","24","These are the current sense lines for the battery. Resistance between these two pins should be the resistance should be the total series resistance of the current sense resistors in the circuit, usually about 2.2 ohms. If resistance is greater, one of the current sense resistors is likely blown. When this happens, the machine will not charge the battery, or have quarter fan spin or boot loop when you try to turn it on. The resistors for battery current sensing often blow, especially on 820-2936 model logic boards. ",""
"CHGR_BOOT","14","",""
"CHGR_SGATE","18","",""
"PPVRTC_G3_OUT","17","",""
"SYSCLK_CLK32K_RTC","43","",""
"PP1V05_S5_MC","1","",""
"PP18V5_Z2","9","",""
"PP3V3_S4_TPAD","18","",""
"PP5V_S5_CUMULUS","6","",""
"Z2_BOOST_EN","13","",""
"PP5VR3V3_SW_LCD_ISNS","2","",""
"PPVIN_S0_LCDBKLT","1","",""
"PP5V_S0_BKLTCTRL","3","",""
"PP3V3_S5AVREF_SMC","1","",""
"GND_SMC_AVSS","10","",""
"NC_SMC_T25_EN_L","2","",""
"NC_SMC_XOSC1","1","",""
"HGR_AGATE_DIV","1","",""
"3V_PCH","8","",""
"PCH_PWR_EN","5","",""
"PPRTC_G3H","9","",""
"NO_STUFF","1","",""
"U5_RF","1","",""
"VIDEO_ON","9","",""
"PP3V43_G3H","7","",""
"PP0V675_CAM_VREF","4","",""
"PP1V2_CAM","11","",""
"PP0V9_ENET","3","",""
"PP1V05_S0_MCP_PLL_UF","3","",""
"PPDDRVTT_S0","8","",""
"SMC_PM_G2_ENABLE","3","",""
"MINI_RESET_CONN_L","5","",""
"MINI_RESET_CONN","1","",""
"PP5_WLAN","1","",""
"MINI_RESET","1","",""
"CPUIMVP_UGATE1G","4","",""
"PPNUSH_G3H","1","",""
"SR_1_3","1","",""
"SMBUS_SMC_BSA_SCL","36","",""
"SMC_CPU_ISENSE","19","",""
"PPVOCE_SO_CPU_PH1","1","",""
"PSOC_WAKE_L","2","",""
"PP18V5_DCIN_ONEWIRE","2","",""
"SMBUS_SMC_A_S3_SCL","4","",""
"SMBUS_SMC_A_S3_SDA","2","",""
"SPI_MLB_CLK","26","",""
"SPI_MLB_MOSI","14","",""
"PP1V05_TBTLC","12","",""
"PP1V05_TBTCIO","11","",""
"K91X_MLB","1","",""
"K91F_820","1","",""
"2915_REVB","1","",""
"ALL_SYS_PWGD","11","This is a typo of ALL_SYS_PWRGD. When you see ALL_SYS_PWGD, assume they meant to type ALL_SYS_PWRGD","ALL_SYS_PWRGD"
"SPI_MLB_CS_L","16","",""
"SPI_MLB_MISO","7","",""
"SPI_CSO_L","3","",""
"PCH_CLK32K","3","",""
"PP18V5_S4","6","",""
"P18V5S4_FB","1","",""
"P1V05S5_LL","1","",""
"PP3V3_S5_AVREF_SMC","90","",""
"SMC_MANUAL_RST_L","20","",""
"IG_THE_TEK","1","",""
"PPDCIN_S5_S5","5","",""
"PPBUS_G3H_ISNS","3","",""
"PP5V_S4RS3_EN","3","",""
"PP3V3_LCDVDD_SW","11","",""
"LVDS_IG_A_CLK_N","1","",""
"LVDS_IG_A_CLK_P","1","",""
"DDC_CLK","1","",""
"DDC_DATA","1","",""
"3V_S0","12","",""
"MEMVTT_EN","26","",""
"PVCCSA_EN","8","",""
"P3V3S5_EN_L_R","4","",""
"XDP_PCH_PWRBTN_L","1","",""
"SPI_MOSI_R","4","",""
"P5V3V3_REG_EN","20","",""
"P5V_S5_EN","3","",""
"P3V3S5_EN","61","",""
"P3V3S5_EN_R","17","",""
"P5VS3_EN","34","",""
"P5VS3_EN_R","2","",""
"DDRREG_EN","14","",""
"P5VS0_EN_L","5","",""
"PBUSVSENS_EN_L","4","",""
"PBUSVSENS_EN_L_DVI","1","",""
"P1V5S0_EN","6","",""
"MCPCORES0_EN","6","",""
"CPUVTTS0_EN","3","",""
"MCP_MEM_VDD_EN","1","",""
"SMBUS_SMC_MGMT_SCL","2","",""
"P3V3S5_DRVH","8","",""
"PM_PCH_PWRGD","12","",""
"PM_PCH_PWROK","120","",""
"CPUVR_PGOOD","37","",""
"PP3V3_S5_1V5PGOOD","1","",""
"DELAY_1V5S0_PGD","2","",""
"SYS_PWROK","10","",""
"PCH_APWROK","1","",""
"PCH_PWROK","4","",""
"PP3V3_SUS_FET","11","",""
"DSW_PWRGD","31","",""
"SLP_SUS_L","2","",""
"RSMRST_L","3","",""
"SLP_SUS","7","",""
"PP3V3_S0_FAN","5","",""
"VTT_EN","1","",""
"MEMVTT_EN_L","5","",""
"PP09_S5","1","",""
"PP3V3_S3_FET_R","8","",""
"EDP_BKLT_PSR_EN","16","",""
"PP_GPU","5","",""
"1V8_OSCAR","1","",""
"1V2_OSCAR","1","",""
"3V0_IMU","1","",""
"3V3_ACC","1","",""
"SMC_TMS","22","",""
"SMC_INT_L","3","",""
"SMC_SYS_KBDLED","8","",""
"EXC_BAD_ACCESS","2","",""
"KERN_INVALID_ADDRESS","2","",""
"EXC_CORPSE_NOTIFY","2","",""
"PP3V3_S5_PCH_GPIO","2","",""
"PPDCIN_S5_CHGR","12","",""
"BATT_CONN","2","",""
"BAT_CONN","1","",""
"PPDCIN_G3H_ISOL","114","",""
"AC_OK","1","",""
"PPDCIN_S5_P3V42G3H","1","",""
"SMBUS_BATT_SDA","19","",""
"CPUIMVP_ISNS1G_P","1","",""
"CPUIMVP_ISNS1G_N","1","",""
"CPU_AXG_SENSE_P","1","",""
"PPDDRVREF_S3","1","",""
"PPBUS_S5_IMVP_VTT_ISNS","2","",""
"PP3V3_S0SW_SSD","25","",""
"PP3V3_S4_TBTAPWR","17","",""
"PP1V8_S3","110","",""
"P5VS3EN_L","1","",""
"PP3V3_SW_TBTAPWR","2","",""
"PP1V5_S3RS0","24","",""
"PP1V05_S0_PCH_VCCADPLL","7","",""
"PP3V42_GH3","2","",""
"NC_SMC_GFX_OVERTEMP","1","",""
"I2C_BKLT","11","",""
"K42JR_MB_R20_ER_1112_1822","1","",""
"VTT_CPU","1","",""
"IN_SHAPE","1","",""
"IN_PHASE","1","",""
"HG_20","1","",""
"LG_20","1","",""
"PPVIN_S0W_LCDBKLT_R","2","",""
"PPVIN_S0SW","1","",""
"PPVOUT_S0_LCDBCKLT","1","",""
"PP5V_SUS_FET","9","",""
"PP3V3_S5_PWRCTL","19","",""
"PM_SUS_EN","33","",""
"VCCASO_CS_P","1","",""
"PPBUS_S5","7","",""
"3V3_S4","87","",""
"PP18V5_DCIN","10","",""
"P3V42G3H_BOOST","9","",""
"P5VP3V3_VREG3","18","",""
"PPBUS_S5_HS_OTHER5V","31","",""
